X,Y,geo_x_MTM,geo_y_MTM,geo_spatialRef_wkid,Facility_Group,BN,BN_FR,ADDRESS,ADDRESS_FR,Open_Seasonally,Season_Start_Date,Season_End_Date,Open_Hours_Sunday,Closed_Hours_Sunday,Special_Hours_Sunday,Open_Hours_Monday,Closed_Hours_Monday,Special_Hours_Monday,Open_Hours_Tuesday,Closed_Hours_Tuesday,Special_Hours_Tuesday,Open_Hours_Wednesday,Closed_Hours_Wednesday,Special_Hours_Wednesday,Open_Hours_Thursday,Closed_Hours_Thursday,Special_Hours_Thursday,Open_Hours_Friday,Closed_Hours_Friday,Special_Hours_Friday,Open_Hours_Saturday,Closed_Hours_Saturday,Special_Hours_Saturday,Phone_number_to_report_issues,X_COORDINATE,Y_COORDINATE,JURISDICTION,interior,seasonal,FID
-75.5361938476563,45.4691772460937,-8408651,5695689,102100,Park,Glen Park,Parc Glen,1766 Grey Nuns Drive,"1766, PROM. Grey Nuns",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,313,-75.5361938476563,45.4691772460938,OTTAWA,n,y,78
-75.6893310546875,45.415225982666,-8425698,5687129,102100,Park,Jack Purcell Park,Parc Jack Purcell,320 JACK PURCELL LANE,"320, VOIE Jack Purcell",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6893310546875,45.415225982666,OTTAWA,n,y,79
-75.6839218139648,45.4034194946289,-8425095,5685257,102100,Park,Lionel Britton Park,Parc Lionel Britton,19 Fifth Avenue,"19, AV. Fifth",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6839218139648,45.4034194946289,OTTAWA,n,y,80
-75.5119857788086,45.4854507446289,-8405956,5698272,102100,Park,Marsha Park,Parc Marsha,855 Lawnsberry Drive,"855, PROM. Lawnsberry",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.5119857788086,45.4854507446289,OTTAWA,n,y,81
-75.7272109985352,45.4024925231933,-8429914,5685110,102100,Park,McCormick Park,Parc McCormick,294 Carruhers Avenue,"294, AV. Carruthers",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.7272109985352,45.4024925231934,OTTAWA,n,y,82
-75.7029724121094,45.4089698791504,-8427216,5686137,102100,Park,McNabb Park,Parc McNabb,435 Bronson Avenue,"435, AV. Bronson",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.7029724121094,45.4089698791504,OTTAWA,n,y,83
-75.718132019043,45.1395721435547,-8428904,5643521,102100,Park,Meadowbrook Park,Parc Meadowbrook,1485 MEADOWBROOK RD,"1485, RUE Meadowbrook",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.718132019043,45.1395721435547,OTTAWA,n,y,84
-75.6881103515625,45.4167785644531,-8425562,5687375,102100,Park,Minto Park,Parc Minto,315 Elgin Street,"315, RUE Elgin",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6881103515625,45.4167785644531,OTTAWA,n,y,85
-75.603889465332,45.4231491088867,-8416187,5688385,102100,Park,Pineview Park,Parc Pineview,1465 Ridgebrook Drive,"1465, PROM. Ridgebrook",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.603889465332,45.4231491088867,OTTAWA,n,y,86
-75.5300445556641,45.4494476318359,-8407966,5692558,102100,Park,Roy Park,Parc Roy,6210 Meadowglen Drive,"6210, PROM. Meadowglen",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.5300445556641,45.4494476318359,OTTAWA,n,y,87
-75.6729354858398,45.4280166625977,-8423873,5689158,102100,Park,Strathcona Park,Parc Strathcona,25 Range Road,"25, CH. Range",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6729354858398,45.4280166625977,OTTAWA,n,y,88
-75.6823806762695,45.4025344848633,-8424924,5685117,102100,Park,Sylvia Holden Park,Parc Sylvia Holden,641 O'Connor Street,"641,RUE. O'Connor",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6823806762695,45.4025344848633,OTTAWA,n,y,89
-75.6273193359375,45.4322547912598,-8418795,5689830,102100,Park,Whiterock Park,Parc Whiterock,1245 Matheson Road,"1245, RUE Matheson",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6273193359375,45.4322547912598,OTTAWA,n,y,90
-75.6898803710938,45.3873786926269,-8425759,5682714,102100,Park,Brewer Park,Parc Brewer,100 Brewer Way,"100, voie Brewer",Open Seasonally/Ouvert en saison,May/mai,September/septembre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6898803710938,45.387378692627,OTTAWA,n,y,91
